"Search by item code, serial number, batch no or barcode","Tìm theo mã hàng, số sê-ri, số lô hoặc mã vạch"
"Seasonality for setting budgets, targets etc.","Tính thời vụ để thiết lập ngân sách, mục tiêu…"
Secret Key,Khóa bí mật
Secretary,Thư ký
Section Code,Mã bộ phận
Secured Loans,Khoản vay có bảo đảm
Securities & Commodity Exchanges,Sàn giao dịch chứng khoán và hàng hóa
Securities and Deposits,Chứng khoán và tiền gửi
See All Articles,Xem tất cả bài viết
See all open tickets,Xem tất cả yêu cầu đang mở
See past orders,Xem các đơn hàng trước đây
See past quotations,Xem các báo giá trước đây
Select,Chọn
Select Alternate Item,Chọn mặt hàng thay thế
Select Attribute Values,Chọn giá trị thuộc tính
Select BOM,Chọn BOM
Select BOM and Qty for Production,Chọn BOM và số lượng cho sản xuất
"Select BOM, Qty and For Warehouse","Chọn BOM, số lượng và kho"
Select Batch,Chọn lô
Select Batch Numbers,Chọn số lô
Select Brand...,Chọn thương hiệu
Select Company,Chọn công ty
Select Company...,Chọn công ty
Select Customer,Chọn khách hàng
Select Days,Chọn số ngày
Select Default Supplier,Chọn nhà cung cấp mặc định
Select DocType,Chọn loại tài liệu
Select Fiscal Year...,Chọn năm tài chính
Select Item (optional),Chọn mặt hàng (tùy chọn)
Select Items based on Delivery Date,Chọn mặt hàng theo ngày giao hàng
Select Items to Manufacture,Chọn mặt hàng để sản xuất
Select Loyalty Program,Chọn chương trình khách hàng thân thiết
Select Patient,Chọn bệnh nhân
Select Possible Supplier,Chọn nhà cung cấp khả thi
Select Quantity,Chọn số lượng
Select Serial Numbers,Chọn số sê-ri
Select Target Warehouse,Chọn kho đích
Select Warehouse...,Chọn kho
Select an account to print in account currency,Chọn một tài khoản để in theo loại tiền của tài khoản
Select at least one value from each of the attributes.,Chọn ít nhất một giá trị cho mỗi thuộc tính
Select change amount account,Chọn tài khoản chênh lệch
Select company first,Chọn công ty trước
Select students manually for the Activity based Group,Chọn học viên thủ công cho nhóm theo hoạt động
Select the customer or supplier.,Chọn khách hàng hoặc nhà cung cấp
Select the nature of your business.,Chọn loại hình kinh doanh của bạn
Select the program first,Chọn chương trình trước
Select to add Serial Number.,Chọn để thêm số sê-ri
Select your Domains,Chọn tên miền của bạn
Selected Price List should have buying and selling fields checked.,Bảng giá đã chọn phải được đánh dấu mua và bán
Sell,Bán
Selling,Đang bán
Selling Amount,Số tiền bán
Selling Price List,Bảng giá bán
Selling Rate,Đơn giá bán
"Selling must be checked, if Applicable For is selected as {0}",Phải chọn bán nếu mục áp dụng được chọn là {0}
Send Grant Review Email,Gửi email rà soát cấp phép
Send Now,Gửi ngay
Send SMS,Gửi SMS
Send mass SMS to your contacts,Gửi SMS hàng loạt cho danh bạ của bạn
Sensitivity,Độ nhạy
Sent,Đã gửi
Serial No and Batch,Số sê-ri và lô
Serial No is mandatory for Item {0},Số sê-ri là bắt buộc cho mặt hàng {0}
Serial No {0} does not belong to Batch {1},Số sê-ri {0} không thuộc lô {1}
Serial No {0} does not belong to Delivery Note {1},Số sê-ri {0} không thuộc phiếu giao hàng {1}
Serial No {0} does not belong to Item {1},Số sê-ri {0} không thuộc mặt hàng {1}
Serial No {0} does not belong to Warehouse {1},Số sê-ri {0} không thuộc kho {1}
Serial No {0} does not belong to any Warehouse,Số sê-ri {0} không thuộc bất kỳ kho nào
Serial No {0} does not exist,Số sê-ri {0} không tồn tại
Serial No {0} has already been received,Số sê-ri {0} đã được nhận trước đó
Serial No {0} is under maintenance contract upto {1},Số sê-ri {0} đang trong hợp đồng bảo trì đến {1}
Serial No {0} is under warranty upto {1},Số sê-ri {0} đang trong thời hạn bảo hành đến {1}
Serial No {0} not found,Không tìm thấy số sê-ri {0}
Serial No {0} not in stock,Số sê-ri {0} không có trong kho
Serial No {0} quantity {1} cannot be a fraction,Số lượng {1} của số sê-ri {0} không được là số lẻ
Serial Nos Required for Serialized Item {0},Yêu cầu số sê-ri cho mặt hàng quản lý theo sê-ri {0}
Serial Number: {0} is already referenced in Sales Invoice: {1},Số sê-ri {0} đã được tham chiếu trong hóa đơn bán hàng {1}
Serial Numbers,Các số sê-ri
Serial Numbers in row {0} does not match with Delivery Note,Số sê-ri ở dòng {0} không khớp với phiếu giao hàng
Serial no {0} has been already returned,Số sê-ri {0} đã được trả trước đó
Serial number {0} entered more than once,Số sê-ri {0} được nhập nhiều lần
Serialized Inventory,Tồn kho theo sê-ri
Series Updated,Chuỗi đã được cập nhật
Series Updated Successfully,Chuỗi đã được cập nhật thành công
Series is mandatory,Chuỗi là bắt buộc
Service,Dịch vụ
Service Level Agreement,Thỏa thuận mức độ dịch vụ
Service Level Agreement.,Thỏa thuận mức độ dịch vụ
Service Level.,Mức độ dịch vụ
Service Stop Date cannot be after Service End Date,Ngày dừng dịch vụ không được sau ngày kết thúc dịch vụ
Service Stop Date cannot be before Service Start Date,Ngày dừng dịch vụ không được trước ngày bắt đầu dịch vụ
Services,Các dịch vụ
"Set Default Values like Company, Currency, Current Fiscal Year, etc.","Thiết lập giá trị mặc định như công ty, tiền tệ, năm tài chính hiện tại"
Set Details,Thiết lập chi tiết
Set New Release Date,Thiết lập ngày phát hành mới
Set Project and all Tasks to status {0}?,Thiết lập dự án và tất cả công việc về trạng thái {0}
Set Status,Thiết lập trạng thái
Set Tax Rule for shopping cart,Thiết lập quy tắc thuế cho giỏ hàng
Set as Closed,Đặt là đã đóng
Set as Completed,Đặt là đã hoàn thành
Set as Lost,Đặt là đã mất
Set as Open,Đặt là đang mở
Set default inventory account for perpetual inventory,Thiết lập tài khoản tồn kho mặc định cho tồn kho thường xuyên
Set this if the customer is a Public Administration company.,Thiết lập nếu khách hàng là cơ quan hành chính nhà nước
Set {0} in asset category {1} or company {2},Thiết lập {0} trong nhóm tài sản {1} hoặc công ty {2}
"Setting Events to {0}, since the Employee attached to the below Sales Persons does not have a User ID{1}",Đang thiết lập sự kiện thành {0} do nhân viên gắn với nhân viên bán hàng bên dưới không có ID người dùng {1}
Setting defaults,Thiết lập mặc định
Setting up Email,Thiết lập email
Setting up Email Account,Thiết lập tài khoản email
Setting up Employees,Thiết lập nhân viên
Setting up Taxes,Thiết lập thuế
Setting up company,Thiết lập công ty
Settings,Cài đặt
"Settings for online shopping cart such as shipping rules, price list etc.","Cài đặt cho giỏ hàng trực tuyến như quy tắc vận chuyển, bảng giá…"
Settings for website homepage,Cài đặt trang chủ website
Settings for website product listing,Cài đặt danh sách sản phẩm website
Settled,Đã quyết toán
Setup Gateway accounts.,Thiết lập tài khoản cổng thanh toán
Setup SMS gateway settings,Thiết lập cổng SMS
Setup cheque dimensions for printing,Thiết lập kích thước séc để in
Setup default values for POS Invoices,Thiết lập giá trị mặc định cho hóa đơn POS
Setup mode of POS (Online / Offline),Thiết lập chế độ POS (trực tuyến / ngoại tuyến)
Setup your Institute in ERPNext,Thiết lập học viện của bạn trong ERPNext
Share Balance,Chia sẻ số dư
Share Ledger,Chia sẻ sổ cái
Share Management,Quản lý cổ phần
Share Transfer,Chuyển nhượng cổ phần
Share Type,Loại cổ phần
Shareholder,Cổ đông
Ship To State,Giao đến bang
Shipments,Lô hàng
Shipping Address,Địa chỉ giao hàng
"Shipping Address does not have country, which is required for this Shipping Rule","Địa chỉ giao hàng không có quốc gia, điều này là bắt buộc cho quy tắc vận chuyển"
Shipping rule only applicable for Buying,Quy tắc vận chuyển chỉ áp dụng cho mua hàng
Shipping rule only applicable for Selling,Quy tắc vận chuyển chỉ áp dụng cho bán hàng
Shopify Supplier,Nhà cung cấp Shopify
Shopping Cart,Giỏ hàng
Shopping Cart Settings,Cài đặt giỏ hàng
Short Name,Tên ngắn
Shortage Qty,Số lượng thiếu
Show Completed,Hiển thị đã hoàn thành
Show Cumulative Amount,Hiển thị số tiền cộng dồn
Show Open,Hiển thị đang mở
Show Opening Entries,Hiển thị bút toán đầu kỳ
Show Payment Details,Hiển thị chi tiết thanh toán
Show Return Entries,Hiển thị bút toán trả hàng
Show Variant Attributes,Hiển thị thuộc tính biến thể
Show Variants,Hiển thị các biến thể
Show closed,Hiển thị đã đóng
Show exploded view,Hiển thị dạng phân rã
Show only POS,Chỉ hiển thị POS
Show unclosed fiscal year's P&L balances,Hiển thị số dư lãi lỗ của năm tài chính chưa khóa
Show zero values,Hiển thị giá trị bằng không
Silt,Bùn mịn
Single Variant,Biến thể đơn
Single unit of an Item.,Một đơn vị của mặt hàng
"Skipping Leave Allocation for the following employees, as Leave Allocation records already exists against them. {0}",Bỏ qua phân bổ nghỉ phép cho các nhân viên sau do đã tồn tại bản ghi phân bổ nghỉ phép {0}
Slideshow,Trình chiếu
Slots for {0} are not added to the schedule,Các khung cho {0} chưa được thêm vào lịch
Small,Nhỏ
Soap & Detergent,Xà phòng và chất tẩy rửa
Software,Phần mềm
Software Developer,Lập trình viên phần mềm
Softwares,Các phần mềm
Soil compositions do not add up to 100,Thành phần đất không cộng đủ 100
Sold,Đã bán
Some emails are invalid,Một số email không hợp lệ
Some information is missing,Thiếu một số thông tin
Something went wrong!,Đã xảy ra lỗi
"Sorry, Serial Nos cannot be merged","Xin lỗi, không thể gộp các số sê-ri"
Source,Nguồn
Source Name,Tên nguồn
Source Warehouse,Kho nguồn
Source and Target Location cannot be same,Vị trí nguồn và đích không được giống nhau
Source and target warehouse cannot be same for row {0},Kho nguồn và kho đích không được giống nhau cho dòng {0}
Source and target warehouse must be different,Kho nguồn và kho đích phải khác nhau
Source of Funds (Liabilities),Nguồn vốn (nợ phải trả)
Source warehouse is mandatory for row {0},Kho nguồn là bắt buộc cho dòng {0}
Specified BOM {0} does not exist for Item {1},BOM được chỉ định {0} không tồn tại cho mặt hàng {1}
Split,Tách
Split Batch,Tách lô
Split Issue,Tách xuất kho
Sports,Thể thao
Standard Buying,Mua tiêu chuẩn
Standard Selling,Bán tiêu chuẩn
Standard contract terms for Sales or Purchase.,Điều khoản hợp đồng tiêu chuẩn cho bán hoặc mua
Start Date,Ngày bắt đầu
Start Date of Agreement can't be greater than or equal to End Date.,Ngày bắt đầu hợp đồng không được lớn hơn hoặc bằng ngày kết thúc
Start Year,Năm bắt đầu
Start date should be less than end date for Item {0},Ngày bắt đầu phải nhỏ hơn ngày kết thúc cho mặt hàng {0}
Start date should be less than end date for task {0},Ngày bắt đầu phải nhỏ hơn ngày kết thúc cho công việc {0}
Start day is greater than end day in task '{0}',Ngày bắt đầu lớn hơn ngày kết thúc trong công việc {0}
Start on,Bắt đầu vào
State,Bang
State/UT Tax,Thuế bang / liên bang
Statement of Account,Sao kê tài khoản
Status must be one of {0},Trạng thái phải là một trong {0}
Stock,Kho
Stock Adjustment,Điều chỉnh kho
Stock Analytics,Phân tích kho
Stock Assets,Tài sản kho
Stock Available,Tồn kho khả dụng
Stock Balance,Số dư tồn kho
Stock Entries already created for Work Order ,Các bút toán kho đã được tạo cho lệnh sản xuất
Stock Entry,Bút toán kho
Stock Entry {0} created,Bút toán kho {0} đã được tạo
Stock Entry {0} is not submitted,Bút toán kho {0} chưa được nộp
Stock Expenses,Chi phí tồn kho
Stock In Hand,Hàng tồn kho hiện có
Stock Items,Mặt hàng tồn kho
Stock Ledger,Sổ cái kho
Stock Ledger Entries and GL Entries are reposted for the selected Purchase Receipts,Các bút toán sổ kho và sổ cái tổng hợp đã được ghi lại cho các phiếu nhập mua đã chọn
Stock Levels,Mức tồn kho
Stock Liabilities,Nợ phải trả tồn kho
Stock Qty,Số lượng tồn kho
Stock Received But Not Billed,Hàng đã nhận nhưng chưa lập hóa đơn
Stock Reports,Báo cáo tồn kho
Stock Summary,Tổng hợp tồn kho
Stock Transactions,Giao dịch tồn kho
Stock UOM,Đơn vị tính tồn kho
Stock Value,Giá trị tồn kho
Stock balance in Batch {0} will become negative {1} for Item {2} at Warehouse {3},Số dư tồn kho theo lô {0} sẽ trở thành âm {1} cho mặt hàng {2} tại kho {3}
Stock cannot be updated against Delivery Note {0},Không thể cập nhật tồn kho theo phiếu giao hàng {0}
Stock cannot be updated against Purchase Receipt {0},Không thể cập nhật tồn kho theo phiếu nhập mua {0}
Stock cannot exist for Item {0} since has variants,Không thể tồn kho cho mặt hàng {0} vì có biến thể
Stock transactions before {0} are frozen,Các giao dịch tồn kho trước {0} đã bị khóa
Stop,Dừng
Stopped,Đã dừng
"Stopped Work Order cannot be cancelled, Unstop it first to cancel","Lệnh sản xuất đã dừng không thể hủy, hãy bỏ dừng trước để hủy"
Stores,Kho hàng
Student,Học viên
Student Activity,Hoạt động học viên
Student Address,Địa chỉ học viên
Student Admissions,Tuyển sinh học viên
Student Attendance,Điểm danh học viên
"Student Batches help you track attendance, assessments and fees for students","Nhóm học viên giúp bạn theo dõi điểm danh, đánh giá và học phí"
Student Email Address,Địa chỉ email học viên
Student Email ID,Email học viên
Student Group,Nhóm học viên
Student Group Strength,Quy mô nhóm học viên
Student Group is already updated.,Nhóm học viên đã được cập nhật
Student Group: ,Nhóm học viên:
Student ID,Mã học viên
Student ID: ,Mã học viên:
Student LMS Activity,Hoạt động LMS của học viên
Student Mobile No.,Số điện thoại học viên
Student Name,Tên học viên
Student Name: ,Tên học viên:
Student Report Card,Bảng điểm học viên
Student is already enrolled.,Học viên đã được ghi danh
Student {0} - {1} appears Multiple times in row {2} & {3},Học viên {0} - {1} xuất hiện nhiều lần ở dòng {2} và {3}
Student {0} does not belong to group {1},Học viên {0} không thuộc nhóm {1}
Student {0} exist against student applicant {1},Học viên {0} tồn tại gắn với hồ sơ ứng viên {1}
"Students are at the heart of the system, add all your students","Học viên là trung tâm của hệ thống, hãy thêm toàn bộ học viên"
Sub Assemblies,Cụm lắp ráp phụ
Sub Type,Loại phụ
Sub-contracting,Gia công thuê ngoài
Subcontract,Thầu phụ
Subject,Chủ đề
Submit,Nộp
Submit this Work Order for further processing.,Gửi lệnh sản xuất này để xử lý tiếp
Subscription,Đăng ký định kỳ
Subscription Management,Quản lý đăng ký định kỳ
Subscriptions,Các đăng ký định kỳ
Subtotal,Tạm tính
Successful,Thành công
Successfully Reconciled,Đối soát thành công
Successfully Set Supplier,Thiết lập nhà cung cấp thành công
Successfully created payment entries,Đã tạo các bút toán thanh toán thành công
Successfully deleted all transactions related to this company!,Đã xóa thành công tất cả giao dịch liên quan đến công ty này
Sum of Scores of Assessment Criteria needs to be {0}.,Tổng điểm của các tiêu chí đánh giá phải bằng {0}
Sum of points for all goals should be 100. It is {0},"Tổng điểm của tất cả mục tiêu phải là 100, hiện là {0}"
Summary,Tổng quan
Summary for this month and pending activities,Tổng quan tháng này và các hoạt động đang chờ
Summary for this week and pending activities,Tổng quan tuần này và các hoạt động đang chờ
Sunday,Chủ nhật
Suplier,Nhà cung cấp
Supplier,Nhà cung cấp
Supplier Group,Nhóm nhà cung cấp
Supplier Group master.,Danh mục nhóm nhà cung cấp
Supplier Id,Mã nhà cung cấp
Supplier Invoice Date cannot be greater than Posting Date,Ngày hóa đơn nhà cung cấp không được lớn hơn ngày ghi sổ
Supplier Invoice No,Số hóa đơn nhà cung cấp
Supplier Invoice No exists in Purchase Invoice {0},Số hóa đơn nhà cung cấp đã tồn tại trong hóa đơn mua {0}
Supplier Name,Tên nhà cung cấp
Supplier Part No,Mã linh kiện nhà cung cấp
Supplier Quotation,Báo giá nhà cung cấp
Supplier Scorecard,Bảng điểm nhà cung cấp
Supplier Warehouse mandatory for sub-contracted Purchase Receipt,Kho nhà cung cấp là bắt buộc cho phiếu nhập mua gia công
Supplier database.,Cơ sở dữ liệu nhà cung cấp
Supplier {0} not found in {1},Không tìm thấy nhà cung cấp {0} trong {1}
Supplier(s),Nhà cung cấp
Supplies made to UIN holders,Hàng hóa cung cấp cho đơn vị có UIN
Supplies made to Unregistered Persons,Hàng hóa cung cấp cho đối tượng chưa đăng ký
Suppliies made to Composition Taxable Persons,Hàng hóa cung cấp cho đối tượng chịu thuế theo phương pháp khoán
Supply Type,Loại cung ứng
Support,Hỗ trợ
Support Analytics,Phân tích hỗ trợ
Support Settings,Cài đặt hỗ trợ
Support Tickets,Yêu cầu hỗ trợ
Support queries from customers.,Các yêu cầu hỗ trợ từ khách hàng
Susceptible,Dễ bị ảnh hưởng
Sync has been temporarily disabled because maximum retries have been exceeded,Đồng bộ tạm thời bị vô hiệu hóa do vượt quá số lần thử tối đa
Syntax error in condition: {0},Lỗi cú pháp trong điều kiện: {0}
Syntax error in formula or condition: {0},Lỗi cú pháp trong công thức hoặc điều kiện: {0}
System Manager,Quản trị hệ thống
TDS Rate %,Tỷ lệ khấu trừ thuế %
Tap items to add them here,Chạm vào mặt hàng để thêm tại đây
Target,Chỉ tiêu
Target ({}),Chỉ tiêu ({})
Target On,Áp dụng cho
Target Warehouse,Kho đích
Target warehouse is mandatory for row {0},Kho đích là bắt buộc cho dòng {0}
Task,Công việc
Tasks,Các công việc
Tasks have been created for managing the {0} disease (on row {1}),Đã tạo công việc để quản lý bệnh {0} (tại dòng {1})
Tax,Thuế
Tax Assets,Tài sản thuế
Tax Category,Danh mục thuế
Tax Category for overriding tax rates.,Danh mục thuế để ghi đè mức thuế
"Tax Category has been changed to ""Total"" because all the Items are non-stock items",Danh mục thuế đã được đổi thành “Tổng” vì tất cả mặt hàng đều không quản lý tồn kho
Tax ID,Mã số thuế
Tax Id: ,Mã số thuế:
Tax Rate,Thuế suất
Tax Rule Conflicts with {0},Quy tắc thuế xung đột với {0}
Tax Rule for transactions.,Quy tắc thuế cho giao dịch
Tax Template is mandatory.,Bắt buộc phải có mẫu thuế
Tax Withholding rates to be applied on transactions.,Áp dụng thuế khấu trừ cho giao dịch
Tax template for buying transactions.,Mẫu thuế cho giao dịch mua
Tax template for item tax rates.,Mẫu thuế cho thuế mặt hàng
Tax template for selling transactions.,Mẫu thuế cho giao dịch bán
Taxable Amount,Số tiền chịu thuế
Taxes,Các loại thuế
Technology,Công nghệ
Telecommunications,Viễn thông
Telephone Expenses,Chi phí điện thoại
Television,Truyền hình
Template Name,Tên mẫu
Template of terms or contract.,Mẫu điều khoản hoặc hợp đồng
Templates of supplier scorecard criteria.,Mẫu tiêu chí chấm điểm nhà cung cấp
Templates of supplier scorecard variables.,Mẫu biến số chấm điểm nhà cung cấp
Templates of supplier standings.,Mẫu xếp hạng nhà cung cấp
Temporarily on Hold,Tạm thời giữ
Temporary,Tạm thời
Temporary Accounts,Tài khoản tạm
Temporary Opening,Mở số dư tạm
Terms and Conditions,Điều khoản và điều kiện
Terms and Conditions Template,Mẫu điều khoản và điều kiện
Territory,Khu vực
Thank you for your business!,Cảm ơn bạn đã hợp tác
The 'From Package No.' field must neither be empty nor it's value less than 1.,Trường “Số gói bắt đầu” không được để trống và không được nhỏ hơn 1
The Brand,Thương hiệu
The Item {0} cannot have Batch,Mặt hàng {0} không được có lô
The Loyalty Program isn't valid for the selected company,Chương trình khách hàng thân thiết không hợp lệ cho công ty đã chọn
The Payment Term at row {0} is possibly a duplicate.,Điều khoản thanh toán tại dòng {0} có thể bị trùng
The Term End Date cannot be earlier than the Term Start Date. Please correct the dates and try again.,"Ngày kết thúc điều khoản không được trước ngày bắt đầu, vui lòng sửa lại"
The Term End Date cannot be later than the Year End Date of the Academic Year to which the term is linked (Academic Year {}). Please correct the dates and try again.,Ngày kết thúc điều khoản không được sau ngày kết thúc năm học liên kết (Năm học {})
The Term Start Date cannot be earlier than the Year Start Date of the Academic Year to which the term is linked (Academic Year {}). Please correct the dates and try again.,Ngày bắt đầu điều khoản không được trước ngày bắt đầu năm học liên kết (Năm học {})
The Year End Date cannot be earlier than the Year Start Date. Please correct the dates and try again.,"Ngày kết thúc năm không được trước ngày bắt đầu năm, vui lòng sửa lại"
The amount of {0} set in this payment request is different from the calculated amount of all payment plans: {1}. Make sure this is correct before submitting the document.,"Số tiền {0} trong yêu cầu thanh toán này khác với tổng số tiền tính từ các kế hoạch thanh toán: {1}, hãy kiểm tra trước khi nộp"
The field From Shareholder cannot be blank,Trường cổ đông chuyển đi không được để trống
The field To Shareholder cannot be blank,Trường cổ đông nhận không được để trống
The fields From Shareholder and To Shareholder cannot be blank,Các trường cổ đông chuyển đi và cổ đông nhận không được để trống
The folio numbers are not matching,Số folio không khớp
The holiday on {0} is not between From Date and To Date,Ngày nghỉ {0} không nằm trong khoảng từ ngày đến ngày
The name of the institute for which you are setting up this system.,Tên tổ chức mà bạn đang thiết lập hệ thống
The name of your company for which you are setting up this system.,Tên công ty mà bạn đang thiết lập hệ thống
The number of shares and the share numbers are inconsistent,Số lượng cổ phần và số hiệu cổ phần không nhất quán
The payment gateway account in plan {0} is different from the payment gateway account in this payment request,Tài khoản cổng thanh toán trong gói {0} khác với tài khoản cổng thanh toán trong yêu cầu này
The selected BOMs are not for the same item,Các BOM đã chọn không thuộc cùng một mặt hàng
The selected item cannot have Batch,Mặt hàng được chọn không được có lô
The seller and the buyer cannot be the same,Người bán và người mua không được là cùng một
The shareholder does not belong to this company,Cổ đông không thuộc công ty này
The shares already exist,Cổ phần đã tồn tại
The shares don't exist with the {0},Không tồn tại cổ phần với {0}
"The task has been enqueued as a background job. In case there is any issue on processing in background, the system will add a comment about the error on this Stock Reconciliation and revert to the Draft stage","Công việc đã được đưa vào hàng đợi xử lý nền, nếu có lỗi hệ thống sẽ ghi chú và đưa chứng từ về trạng thái nháp"
"Then Pricing Rules are filtered out based on Customer, Customer Group, Territory, Supplier, Supplier Type, Campaign, Sales Partner etc.","Sau đó các quy tắc định giá được lọc theo khách hàng, nhóm khách hàng, khu vực, nhà cung cấp, loại nhà cung cấp, chiến dịch, đối tác bán hàng…"
"There are inconsistencies between the rate, no of shares and the amount calculated","Có sự không nhất quán giữa đơn giá, số lượng cổ phần và số tiền tính toán"
There can be multiple tiered collection factor based on the total spent. But the conversion factor for redemption will always be same for all the tier.,"Có thể có nhiều mức hệ số tích lũy theo tổng chi tiêu, nhưng hệ số quy đổi khi đổi thưởng luôn giống nhau"
There can only be 1 Account per Company in {0} {1},Chỉ có thể có 1 tài khoản cho mỗi công ty trong {0} {1}
"There can only be one Shipping Rule Condition with 0 or blank value for ""To Value""",Chỉ có thể có một điều kiện quy tắc vận chuyển với giá trị “Đến” bằng 0 hoặc để trống
There is not enough leave balance for Leave Type {0},Không đủ số dư nghỉ phép cho loại nghỉ {0}
There is nothing to edit.,Không có gì để chỉnh sửa
There isn't any item variant for the selected item,Không có biến thể nào cho mặt hàng đã chọn
"There seems to be an issue with the server's GoCardless configuration. Don't worry, in case of failure, the amount will get refunded to your account.","Có vẻ có sự cố với cấu hình GoCardless của máy chủ, nếu thất bại số tiền sẽ được hoàn lại"
There were errors creating Course Schedule,Có lỗi khi tạo lịch học
There were errors.,Đã xảy ra lỗi
This Item is a Template and cannot be used in transactions. Item attributes will be copied over into the variants unless 'No Copy' is set,"Mặt hàng này là mẫu và không thể dùng cho giao dịch, các thuộc tính sẽ được sao chép sang biến thể trừ khi đặt “Không sao chép”"
This Item is a Variant of {0} (Template).,Mặt hàng này là biến thể của {0}
This Month's Summary,Tổng quan tháng này
This Week's Summary,Tổng quan tuần này
This action will stop future billing. Are you sure you want to cancel this subscription?,"Thao tác này sẽ dừng việc lập hóa đơn trong tương lai, bạn có chắc muốn hủy đăng ký này"
This covers all scorecards tied to this Setup,Áp dụng cho tất cả bảng điểm gắn với thiết lập này
This document is over limit by {0} {1} for item {4}. Are you making another {3} against the same {2}?,"Chứng từ này vượt hạn mức {0} {1} cho mặt hàng {4}, bạn có đang tạo thêm {3} cho cùng {2}"
This is a root account and cannot be edited.,Đây là tài khoản gốc và không thể chỉnh sửa
This is a root customer group and cannot be edited.,Đây là nhóm khách hàng gốc và không thể chỉnh sửa
This is a root department and cannot be edited.,Đây là phòng ban gốc và không thể chỉnh sửa
This is a root healthcare service unit and cannot be edited.,Đây là đơn vị dịch vụ y tế gốc và không thể chỉnh sửa
This is a root item group and cannot be edited.,Đây là nhóm mặt hàng gốc và không thể chỉnh sửa
This is a root sales person and cannot be edited.,Đây là nhân viên bán hàng gốc và không thể chỉnh sửa
This is a root supplier group and cannot be edited.,Đây là nhóm nhà cung cấp gốc và không thể chỉnh sửa
This is a root territory and cannot be edited.,Đây là khu vực gốc và không thể chỉnh sửa
This is an example website auto-generated from ERPNext,Đây là website mẫu được tạo tự động từ ERPNext
This is based on logs against this Vehicle. See timeline below for details,"Dựa trên nhật ký của phương tiện này, xem dòng thời gian bên dưới"
This is based on stock movement. See {0} for details,"Dựa trên biến động tồn kho, xem {0} để biết chi tiết"
This is based on the Time Sheets created against this project,Dựa trên bảng chấm công của dự án này
This is based on the attendance of this Student,Dựa trên điểm danh của học viên này
This is based on transactions against this Customer. See timeline below for details,"Dựa trên giao dịch của khách hàng này, xem dòng thời gian bên dưới"
This is based on transactions against this Healthcare Practitioner.,Dựa trên giao dịch của nhân viên y tế này
This is based on transactions against this Patient. See timeline below for details,"Dựa trên giao dịch của bệnh nhân này, xem dòng thời gian bên dưới"
This is based on transactions against this Sales Person. See timeline below for details,"Dựa trên giao dịch của nhân viên bán hàng này, xem dòng thời gian bên dưới"
This is based on transactions against this Supplier. See timeline below for details,"Dựa trên giao dịch của nhà cung cấp này, xem dòng thời gian bên dưới"
This {0} conflicts with {1} for {2} {3},{0} xung đột với {1} cho {2} {3}
Time Sheet for manufacturing.,Bảng chấm công cho sản xuất
Time Tracking,Theo dõi thời gian
"Time slot skiped, the slot {0} to {1} overlap exisiting slot {2} to {3}","Khung thời gian bị bỏ qua, khung {0} đến {1} trùng với khung {2} đến {3}"
Time slots added,Đã thêm các khung thời gian
Time(in mins),Thời gian (phút)
Timer,Bộ đếm thời gian
Timer exceeded the given hours.,Bộ đếm thời gian vượt quá số giờ cho phép
Timesheet,Bảng chấm công
Timesheet for tasks.,Bảng chấm công cho công việc
Timesheet {0} is already completed or cancelled,Bảng chấm công {0} đã hoàn thành hoặc bị hủy
Timesheets,Các bảng chấm công
"Timesheets help keep track of time, cost and billing for activites done by your team","Bảng chấm công giúp theo dõi thời gian, chi phí và lập hóa đơn cho các hoạt động của nhóm"
Titles for print templates e.g. Proforma Invoice.,"Tiêu đề cho mẫu in, ví dụ hóa đơn tạm tính"
To,Đến
To Address 1,Địa chỉ đến 1
To Address 2,Địa chỉ đến 2
To Bill,Lập hóa đơn
To Date,Đến ngày
To Date cannot be before From Date,Đến ngày không được trước từ ngày
To Date cannot be less than From Date,Đến ngày không được nhỏ hơn từ ngày
To Date must be greater than From Date,Đến ngày phải lớn hơn từ ngày
To Date should be within the Fiscal Year. Assuming To Date = {0},"Đến ngày phải nằm trong năm tài chính, giả định đến ngày = {0}"
To Datetime,Đến thời điểm
To Deliver,Giao hàng
To Deliver and Bill,Giao hàng và lập hóa đơn
To Fiscal Year,Đến năm tài chính
To GSTIN,Đến GSTIN
To Party Name,Đến tên đối tác
To Pin Code,Đến mã bưu chính
To Place,Đến địa điểm
To Receive,Nhận hàng
To Receive and Bill,Nhận hàng và lập hóa đơn
To State,Đến bang
To Warehouse,Đến kho
To create a Payment Request reference document is required,Để tạo yêu cầu thanh toán cần có chứng từ tham chiếu
"To filter based on Party, select Party Type first","Để lọc theo đối tác, hãy chọn loại đối tác trước"
"To get the best out of ERPNext, we recommend that you take some time and watch these help videos.","Để tận dụng tốt nhất ERPNext, chúng tôi khuyên bạn dành thời gian xem các video hướng dẫn"
"To include tax in row {0} in Item rate, taxes in rows {1} must also be included","Để bao gồm thuế vào dòng {0} trong đơn giá, thuế ở dòng {1} cũng phải được bao gồm"
To make Customer based incentive schemes.,Để tạo chương trình khuyến khích theo khách hàng
"To merge, following properties must be same for both items","Để gộp, các thuộc tính sau phải giống nhau cho cả hai mặt hàng"
